Date, Close/Last, Volume, Open, High, Low
03/16/2017,$140.69,19173780,140.72,141.02,140.26
03/15/2017,$140.46,25676720,139.41,140.75,139.03
03/14/2017,$138.99,15281850,139.30,139.65,138.84
03/13/2017,$139.20,17048800,138.85,139.43,138.82
03/10/17,$139.14,19578920,139.25,139.36,138.64
03/09/17,$138.68,22117750,138.74,138.79,137.05
03/08/17,$139,18695500,138.95,139.80,138.82
03/07/17,$139.52,17439210,139.06,139.98,138.79
03/06/17,$139.34,21229890,139.37,139.77,138.60
03/03/17,$139.78,21555370,138.78,139.83,138.59
03/02/17,$138.96,26170690,140.00,140.28,138.76
03/01/17,$139.79,36362440,137.89,140.15,137.60
02/28/2017,$136.99,23446340,137.08,137.44,136.70
02/27/2017,$136.93,20222210,137.14,137.44,136.28
02/24/2017,$136.66,21754600,135.91,136.66,135.28
02/23/2017,$136.53,20762360,137.38,137.48,136.30
02/22/2017,$137.11,20769030,136.43,137.12,136.11
02/21/2017,$136.70,24487200,136.23,136.75,135.98
02/17/2017,$135.72,22163280,135.10,135.83,135.10
02/16/2017,$135.35,22539860,135.67,135.90,134.84
02/15/2017,$135.51,35578640,135.52,136.27,134.62
02/14/2017,$135.02,33054500,133.47,135.09,133.25
02/13/2017,$133.29,22989980,133.08,133.82,132.75
02/10/17,$132.12,20046250,132.46,132.94,132.05
02/09/17,$132.42,28321440,131.65,132.45,131.12
02/08/17,$132.04,22941650,131.35,132.22,131.22
02/07/17,$131.53,38158410,130.54,132.09,130.45
02/06/17,$130.29,26784530,129.13,130.50,128.90
02/03/17,$129.08,24460160,128.31,129.19,128.16
02/02/17,$128.53,33671250,127.98,129.39,127.78
02/01/17,$128.75,111837300,127.03,130.49,127.01
01/31/2017,$121.35,47767760,121.15,121.39,120.62
01/30/2017,$121.63,30327110,120.93,121.63,120.66
01/27/2017,$121.95,20495340,122.14,122.35,121.60
01/26/2017,$121.94,26320740,121.67,122.44,121.60
01/25/2017,$121.88,32417410,120.42,122.10,120.28
01/24/2017,$119.97,23191150,119.55,120.10,119.50
01/23/2017,$120.08,21982000,120.00,120.81,119.77
01/20/2017,$120,29922650,120.45,120.45,119.73
01/19/2017,$119.78,25554290,119.40,120.09,119.37
01/18/2017,$119.99,23687350,120.00,120.50,119.71
01/17/2017,$120,34412090,118.34,120.24,118.22
01/13/2017,$119.04,26083030,119.11,119.62,118.81
01/12/17,$119.25,27057550,118.90,119.30,118.21
01/11/17,$119.75,27453130,118.74,119.93,118.60
01/10/17,$119.11,24432660,118.77,119.38,118.30
01/09/17,$118.99,33420290,117.95,119.43,117.94
01/06/17,$117.91,31714820,116.78,118.16,116.47
01/05/17,$116.61,22115100,115.92,116.86,115.81
01/04/17,$116.02,21081620,115.85,116.51,115.75
01/03/17,$116.15,28769220,115.80,116.33,114.76
12/30/2016,$115.82,30555900,116.65,117.20,115.43
12/29/2016,$116.73,14979680,116.45,117.11,116.40
12/28/2016,$116.76,20686510,117.52,118.02,116.20
12/27/2016,$117.26,18131970,116.52,117.80,116.49
12/23/2016,$116.52,14244050,115.59,116.52,115.59
12/22/2016,$116.29,26043820,116.35,116.51,115.64
12/21/2016,$117.06,23724430,116.80,117.40,116.78
12/20/2016,$116.95,21337310,116.74,117.50,116.68
12/19/2016,$116.64,27756760,115.80,117.38,115.75
12/16/2016,$115.97,44284660,116.47,116.50,115.65
12/15/2016,$115.82,46286150,115.38,116.73,115.23
12/14/2016,$115.19,33962370,115.04,116.20,114.98
12/13/2016,$115.19,43293350,113.84,115.92,113.75
12/12/16,$113.30,26176690,113.29,115.00,112.49
12/09/16,$113.95,34324350,112.31,114.70,112.31
12/08/16,$112.12,27049830,110.86,112.43,110.60
12/07/16,$111.03,29976030,109.26,111.19,109.16
12/06/16,$109.95,26160560,109.50,110.36,109.19
12/05/16,$109.11,34113880,110.00,110.03,108.25
12/02/16,$109.90,26481320,109.17,110.09,108.85
12/01/16,$109.49,37034520,110.37,110.94,109.03
11/30/2016,$110.52,36151450,111.60,112.20,110.27
11/29/2016,$111.46,28507780,110.78,112.03,110.07
11/28/2016,$111.57,27054320,111.43,112.47,111.39
11/25/2016,$111.79,11475920,111.13,111.87,110.95
11/23/2016,$111.23,27420550,111.36,111.51,110.33
11/22/2016,$111.80,25931710,111.95,112.42,111.40
11/21/2016,$111.73,29164190,110.12,111.99,110.01
11/18/2016,$110.06,28310840,109.72,110.54,109.66
11/17/2016,$109.95,27623150,109.81,110.35,108.83
11/16/2016,$109.99,58724080,106.70,110.23,106.60
11/15/2016,$107.11,32230590,106.57,107.68,106.16
11/14/2016,$105.71,50901380,107.71,107.81,104.08
11/11/16,$108.43,34117030,107.12,108.87,106.55
11/10/16,$107.79,57097740,111.09,111.09,105.83
11/09/16,$110.88,59118740,109.88,111.32,108.05
11/08/16,$111.06,24129630,110.31,111.72,109.70
11/07/16,$110.41,32361930,110.08,110.51,109.46
11/04/16,$108.84,30790930,108.53,110.25,108.11
11/03/16,$109.83,26538700,110.98,111.46,109.55
11/02/16,$111.59,28174980,111.40,112.35,111.23
11/01/16,$111.49,43403760,113.46,113.77,110.53
10/31/2016,$113.54,26378910,113.65,114.23,113.20
10/28/2016,$113.72,36792100,113.87,115.21,113.45
10/27/2016,$114.48,31396130,115.39,115.86,114.10
10/26/2016,$115.59,66028640,114.31,115.70,113.31
10/25/2016,$118.25,46820600,117.95,118.36,117.31
10/24/2016,$117.65,23492650,117.10,117.74,117.00
10/21/2016,$116.60,22527690,116.81,116.91,116.28
10/20/2016,$117.06,24100150,116.86,117.38,116.33
10/19/2016,$117.12,19977160,117.25,117.76,113.80
10/18/2016,$117.47,24308210,118.18,118.21,117.45
10/17/2016,$117.55,23583810,117.33,117.84,116.78
10/14/2016,$117.63,35626020,117.88,118.17,117.13
10/13/2016,$116.98,35041820,116.79,117.44,115.72
10/12/16,$117.34,37512930,117.35,117.98,116.75
10/11/16,$116.30,63963010,117.70,118.69,116.20
10/10/16,$116.05,36087910,115.02,116.75,114.72
10/07/16,$114.06,24336440,114.31,114.56,113.51
10/06/16,$113.89,28508710,113.70,114.34,113.13
10/05/16,$113.05,21400410,113.40,113.66,112.69
10/04/16,$113,29707270,113.06,114.31,112.63
10/03/16,$112.52,21634520,112.71,113.05,112.28
09/30/2016,$113.05,36340670,112.46,113.37,111.80
09/29/2016,$112.18,35850010,113.16,113.80,111.80
09/28/2016,$113.95,29608390,113.69,114.64,113.43
09/27/2016,$113.09,24587490,113.00,113.18,112.34
09/26/2016,$112.88,29800240,111.64,113.39,111.55
09/23/2016,$112.71,52411070,114.42,114.79,111.55
09/22/2016,$114.62,31048170,114.35,114.94,114.00
09/21/2016,$113.55,35951900,113.85,113.99,112.44
09/20/2016,$113.57,34494150,113.05,114.12,112.51
09/19/2016,$113.58,46937190,115.19,116.18,113.25
09/16/2016,$114.92,79763890,115.12,116.13,114.04
09/15/2016,$115.57,90398170,113.86,115.73,113.49
09/14/2016,$111.77,111186900,108.73,113.03,108.60
09/13/2016,$107.95,62080160,107.51,108.79,107.24
09/12/16,$105.44,45114590,102.65,105.72,102.53
09/09/16,$103.13,46461610,104.64,105.72,103.13
09/08/16,$105.52,52955310,107.25,107.27,105.24
09/07/16,$108.36,42250480,107.83,108.76,107.07
09/06/16,$107.70,26645130,107.90,108.30,107.51
09/02/16,$107.73,26393770,107.70,108.00,106.82
09/01/16,$106.73,26675250,106.14,106.80,105.62
08/31/2016,$106.10,31639010,105.66,106.57,105.64
08/30/2016,$106,24817940,105.80,106.50,105.50
08/29/2016,$106.82,24900130,106.62,107.44,106.29
08/26/2016,$106.94,27744300,107.41,107.95,106.31
08/25/2016,$107.57,25001730,107.39,107.88,106.68
08/24/2016,$108.03,23606240,108.57,108.75,107.68
08/23/2016,$108.85,21236850,108.59,109.32,108.53
08/22/2016,$108.51,25784420,108.86,109.10,107.85
08/19/2016,$109.36,25108890,108.77,109.69,108.36
08/18/2016,$109.08,21918340,109.23,109.60,109.02
08/17/2016,$109.22,25328680,109.10,109.37,108.34
08/16/2016,$109.38,33754680,109.63,110.23,109.21
08/15/2016,$109.48,25704330,108.14,109.54,108.08
08/12/16,$108.18,18648700,107.78,108.44,107.78
08/11/16,$107.93,27460070,108.52,108.93,107.85
08/10/16,$108,23839880,108.71,108.90,107.76
08/09/16,$108.81,26296260,108.23,108.94,108.01
08/08/16,$108.37,28010430,107.52,108.37,107.16
08/05/16,$107.48,39546610,106.27,107.65,106.18
08/04/16,$105.87,26781730,105.58,106.00,105.28
08/03/16,$105.79,30148360,104.81,105.84,104.77
08/02/16,$104.48,33770220,106.05,106.07,104.00
08/01/16,$106.05,38018910,104.41,106.15,104.41
07/29/2016,$104.21,27697970,104.19,104.55,103.68
07/28/2016,$104.34,38771840,102.83,104.45,102.82
07/27/2016,$102.95,92143920,104.27,104.35,102.75
07/26/2016,$96.67,53454620,96.82,97.97,96.42
07/25/2016,$97.34,40290580,98.25,98.84,96.92
07/22/2016,$98.66,28218240,99.26,99.30,98.31
07/21/2016,$99.43,32690080,99.83,101.00,99.13
07/20/2016,$99.96,26219110,100.00,100.46,99.74
07/19/2016,$99.87,23766360,99.56,100.00,99.34
07/18/2016,$99.83,36464530,98.70,100.13,98.60
07/15/2016,$98.78,30031410,98.92,99.30,98.50
07/14/2016,$98.79,38885980,97.39,98.99,97.32
07/13/2016,$96.87,25879680,97.41,97.67,96.84
07/12/16,$97.42,24129530,97.17,97.70,97.12
07/11/16,$96.98,23317990,96.75,97.65,96.73
07/08/16,$96.68,28877500,96.49,96.89,96.05
07/07/16,$95.94,24460850,95.70,96.50,95.62
07/06/16,$95.53,30877540,94.60,95.66,94.37
07/05/16,$94.99,27553750,95.39,95.40,94.46
07/01/16,$95.89,25982080,95.49,96.47,95.33
06/30/2016,$95.60,35783320,94.44,95.77,94.30
06/29/2016,$94.40,36505420,93.97,94.55,93.63
06/28/2016,$93.59,40387960,92.90,93.66,92.14
06/27/2016,$92.04,45595680,93.00,93.05,91.50
06/24/2016,$93.40,75219710,92.91,94.66,92.65
06/23/2016,$96.10,32042290,95.94,96.29,95.25
06/22/2016,$95.55,29124140,96.25,96.89,95.35
06/21/2016,$95.91,35407050,94.94,96.35,94.68
06/20/2016,$95.10,34355970,96.00,96.57,95.03
06/17/2016,$95.33,60793260,96.62,96.65,95.30
06/16/2016,$97.55,31251870,96.45,97.75,96.07
06/15/2016,$97.14,29373050,97.82,98.41,97.03
06/14/2016,$97.46,31890740,97.32,98.48,96.75
06/13/2016,$97.34,37708360,98.69,99.12,97.10
06/10/16,$98.83,31672220,98.53,99.35,98.48
06/09/16,$99.65,26575570,98.50,99.99,98.46
06/08/16,$98.94,20839950,99.02,99.56,98.68
06/07/16,$99.03,22378380,99.25,99.87,98.96
06/06/16,$98.63,23265200,97.99,101.89,97.55
06/03/16,$97.92,28487570,97.79,98.27,97.45
06/02/16,$97.72,40170200,97.60,97.84,96.63
06/01/16,$98.46,29139100,99.02,99.54,98.33
05/31/2016,$99.86,42268040,99.60,100.40,98.82
05/27/2016,$100.35,36299460,99.44,100.47,99.25
05/26/2016,$100.41,56293490,99.68,100.73,98.64
05/25/2016,$99.62,38258300,98.67,99.74,98.11
05/24/2016,$97.90,35074380,97.22,98.09,96.84
05/23/2016,$96.43,37977020,95.87,97.19,95.67
05/20/2016,$95.22,31834020,94.64,95.43,94.52
05/19/2016,$94.20,30417880,94.64,94.64,93.57
05/18/2016,$94.56,42009830,94.16,95.21,93.89
05/17/2016,$93.49,46858910,94.55,94.70,93.01
05/16/2016,$93.88,61192340,92.39,94.39,91.65
05/13/2016,$90.52,44223040,90.00,91.67,90.00
05/12/16,$90.34,76183460,92.72,92.78,89.47
05/11/16,$92.51,28641180,93.48,93.57,92.46
05/10/16,$93.42,33653020,93.33,93.57,92.11
05/09/16,$92.79,32895650,93.00,93.77,92.59
05/06/16,$92.72,43665160,93.37,93.45,91.85
05/05/16,$93.24,35850220,94.00,94.07,92.68
05/04/16,$94.19,40984160,95.20,95.90,93.82
05/03/16,$95.18,56770080,94.20,95.74,93.68
05/02/16,$93.64,47844490,93.97,94.08,92.40
04/29/2016,$93.74,68388840,93.99,94.72,92.51
04/28/2016,$94.83,82107120,97.61,97.88,94.25
04/27/2016,$97.82,114436300,96.00,98.71,95.68
04/26/2016,$104.35,52979780,103.91,105.30,103.91
04/25/2016,$105.08,27997990,105.00,105.65,104.51
04/22/2016,$105.68,33655810,105.01,106.48,104.62
04/21/2016,$105.97,31416910,106.93,106.93,105.52
04/20/2016,$107.13,30576980,106.64,108.09,106.06
04/19/2016,$106.91,32340620,107.88,108.00,106.23
04/18/2016,$107.48,60784920,108.89,108.95,106.94
04/15/2016,$109.85,46873670,112.11,112.30,109.73
04/14/2016,$112.10,25364920,111.62,112.39,111.33
04/13/2016,$112.04,32771760,110.80,112.34,110.80
04/12/16,$110.44,27150570,109.34,110.50,108.66
04/11/16,$109.02,29357940,108.97,110.61,108.83
04/08/16,$108.66,23553790,108.91,109.77,108.17
04/07/16,$108.54,31735810,109.95,110.42,108.12
04/06/16,$110.96,26178840,110.23,110.98,109.20
04/05/16,$109.81,26560420,109.51,110.73,109.42
04/04/16,$111.12,37322930,110.42,112.19,110.27
04/01/16,$109.99,25820460,108.78,110.00,108.20
03/31/2016,$108.99,25763840,109.72,109.90,108.88
03/30/2016,$109.56,45547590,108.65,110.42,108.60
03/29/2016,$107.68,31154910,104.89,107.79,104.88
03/28/2016,$105.19,19354440,106.00,106.19,105.06
03/24/2016,$105.67,25568350,105.47,106.25,104.89
03/23/2016,$106.13,25686350,106.48,107.07,105.90
03/22/2016,$106.72,32345430,105.25,107.29,105.21
03/21/2016,$105.91,35454230,105.93,107.65,105.14
03/18/2016,$105.92,43607120,106.34,106.50,105.19
03/17/2016,$105.80,34394830,105.52,106.47,104.96
03/16/2016,$105.97,38236730,104.61,106.31,104.59
03/15/2016,$104.58,40026250,103.96,105.18,103.85
03/14/2016,$102.52,25058280,101.91,102.91,101.78
03/11/16,$102.26,27368840,102.24,102.28,101.50
03/10/16,$101.17,33490630,101.41,102.24,100.15
03/09/16,$101.12,27148530,101.31,101.58,100.27
03/08/16,$101.03,31538710,100.78,101.76,100.40
03/07/16,$101.87,35890740,102.39,102.83,100.96
03/04/16,$103.01,46026600,102.37,103.75,101.37
03/03/16,$101.50,36884490,100.58,101.71,100.45
03/02/16,$100.75,33136130,100.51,100.89,99.64
03/01/16,$100.53,50303500,97.65,100.77,97.42
02/29/2016,$96.69,35131460,96.86,98.23,96.65
02/26/2016,$96.91,28949760,97.20,98.02,96.58
02/25/2016,$96.76,27526040,96.05,96.76,95.25
02/24/2016,$96.10,36192150,93.98,96.38,93.32
02/23/2016,$94.69,31851180,96.40,96.50,94.55
02/22/2016,$96.88,34240470,96.31,96.90,95.92
02/19/2016,$96.04,35290570,96.00,96.76,95.80
02/18/2016,$96.26,38866100,98.84,98.89,96.09
02/17/2016,$98.12,44811800,96.67,98.21,96.15
02/16/2016,$96.64,48032600,95.02,96.85,94.61
02/12/16,$93.99,40323020,94.19,94.50,93.01
02/11/16,$93.70,49979700,93.79,94.72,92.59
02/10/16,$94.27,42288790,95.92,96.35,94.10
02/09/16,$94.99,44282560,94.29,95.94,93.93
02/08/16,$95.01,53920550,93.13,95.70,93.04
02/05/16,$94.02,46315620,96.52,96.92,93.69
02/04/16,$96.60,46418230,95.86,97.33,95.19
02/03/16,$96.35,45870130,95.00,96.84,94.08
02/02/16,$94.48,37190500,95.42,96.04,94.28
02/01/16,$96.43,40814360,96.47,96.71,95.40
01/29/2016,$97.34,64332440,94.79,97.34,94.35
01/28/2016,$94.09,55622370,93.79,94.52,92.39
01/27/2016,$93.42,133059000,96.04,96.63,93.34
01/26/2016,$99.99,71937310,99.93,100.88,98.07
01/25/2016,$99.44,51529980,101.52,101.53,99.21
01/22/2016,$101.42,65648660,98.63,101.46,98.37
01/21/2016,$96.30,52099200,97.06,97.88,94.94
01/20/2016,$96.79,72274300,95.10,98.19,93.42
01/19/2016,$96.66,52960810,98.41,98.65,95.50
01/15/2016,$97.13,79356010,96.20,97.71,95.36
01/14/2016,$99.52,63000140,97.96,100.48,95.74
01/13/2016,$97.39,62285770,100.32,101.19,97.30
01/12/16,$99.96,49046150,100.55,100.69,98.84
01/11/16,$98.53,49687870,98.97,99.06,97.34
01/08/16,$96.96,70722000,98.55,99.11,96.76
01/07/16,$96.45,80742460,98.68,100.13,96.43
01/06/16,$100.70,68384270,100.56,102.37,99.87
01/05/16,$102.71,55583140,105.75,105.85,102.41
01/04/16,$105.35,67569090,102.61,105.37,102.00
12/31/2015,$105.26,40885480,107.01,107.03,104.82
12/30/2015,$107.32,25184090,108.58,108.70,107.18
12/29/2015,$108.74,30912260,106.96,109.43,106.86
12/28/2015,$106.82,26639930,107.59,107.69,106.18
12/24/2015,$108.03,13596680,109.00,109.00,107.95
12/23/2015,$108.61,32618140,107.27,108.85,107.20
12/22/2015,$107.23,32728460,107.40,107.72,106.45
12/21/2015,$107.33,47507230,107.28,107.37,105.57
12/18/2015,$106.03,96197190,108.91,109.52,105.81
12/17/2015,$108.98,44654830,112.02,112.25,108.98
12/16/2015,$111.34,56157370,111.07,111.99,108.80
12/15/2015,$110.49,53168580,111.94,112.80,110.35
12/14/2015,$112.48,64678220,112.18,112.68,109.79
12/11/15,$113.18,46810020,115.19,115.39,112.85
12/10/15,$116.17,29158640,116.04,116.94,115.51
12/09/15,$115.62,46301930,117.64,117.69,115.08
12/08/15,$118.23,34275420,117.52,118.60,116.86
12/07/15,$118.28,32063100,118.98,119.86,117.81
12/04/15,$119.03,57717870,115.29,119.25,115.11
12/03/15,$115.20,41511380,116.55,116.79,114.22
12/02/15,$116.28,33316990,117.05,118.11,116.08
12/01/15,$117.34,34806250,118.75,118.81,116.86
11/30/2015,$118.30,38063130,117.99,119.41,117.75
11/27/2015,$117.81,13046450,118.29,118.41,117.60
11/25/2015,$118.03,21341960,119.21,119.23,117.92
11/24/2015,$118.88,42747950,117.33,119.35,117.12
11/23/2015,$117.75,32445680,119.27,119.73,117.34
11/20/2015,$119.30,34135230,119.20,119.92,118.85
11/19/2015,$118.78,43233950,117.64,119.75,116.76
11/18/2015,$117.29,46559730,115.76,117.49,115.50
11/17/2015,$113.69,27584020,114.92,115.05,113.32
11/16/2015,$114.18,37979570,111.38,114.24,111.00
11/13/2015,$112.34,45555300,115.20,115.57,112.27
11/12/15,$115.72,32461350,116.26,116.82,115.65
11/11/15,$116.11,45179400,116.37,117.42,115.21
11/10/15,$116.77,59029400,116.90,118.07,116.06
11/09/15,$120.57,33829290,120.96,121.81,120.05
11/06/15,$121.06,33009110,121.11,121.81,120.62
11/05/15,$120.92,39483400,121.85,122.69,120.18
11/04/15,$122,44829060,123.13,123.82,121.62
11/03/15,$122.57,45479260,120.79,123.49,120.70
11/02/15,$121.18,32152870,119.87,121.36,119.61
10/30/2015,$119.50,49305220,120.99,121.22,119.45
10/29/2015,$120.53,51106100,118.70,120.69,118.27
10/28/2015,$119.27,85436210,116.93,119.30,116.06
10/27/2015,$114.55,67673450,115.40,116.54,113.99
10/26/2015,$115.28,66139770,118.08,118.13,114.92
10/23/2015,$119.08,59251740,116.70,119.23,116.33
10/22/2015,$115.50,41430660,114.33,115.50,114.10
10/21/2015,$113.76,42276880,114.00,115.58,113.70
10/20/2015,$113.77,48929200,111.34,114.17,110.82
10/19/2015,$111.73,29723750,110.80,111.75,110.11
10/16/2015,$111.04,38794930,111.78,112.00,110.53
10/15/2015,$111.86,37622200,110.93,112.10,110.49
10/14/2015,$110.21,44434220,111.29,111.52,109.56
10/13/2015,$111.79,32970790,110.82,112.45,110.68
10/12/15,$111.60,30386830,112.73,112.75,111.44
10/09/15,$112.12,52720620,110.00,112.28,109.49
10/08/15,$109.50,61747260,110.19,110.19,108.21
10/07/15,$110.78,46717770,111.74,111.77,109.41
10/06/15,$111.31,48702200,110.63,111.74,109.77
10/05/15,$110.78,52033100,109.88,111.37,109.07
10/02/15,$110.38,57774940,108.01,111.01,107.55
10/01/15,$109.58,63849470,109.07,109.62,107.31
09/30/2015,$110.30,66300930,110.17,111.54,108.73
09/29/2015,$109.06,73230280,112.83,113.51,107.86
09/28/2015,$112.44,51861990,113.85,114.57,112.44
09/25/2015,$114.71,56005550,116.44,116.69,114.02
09/24/2015,$115,50061580,113.25,115.50,112.37
09/23/2015,$114.32,35678360,113.63,114.72,113.30
09/22/2015,$113.40,50278030,113.38,114.18,112.52
09/21/2015,$115.21,46594220,113.67,115.37,113.66
09/18/2015,$113.45,73991000,112.21,114.30,111.87
09/17/2015,$113.92,63712340,115.66,116.49,113.72
09/16/2015,$116.41,37080720,116.25,116.54,115.44
09/15/2015,$116.28,43218350,115.93,116.53,114.42
09/14/2015,$115.31,58279570,116.58,116.89,114.86
09/11/15,$114.21,49793750,111.79,114.21,111.76
09/10/15,$112.57,62800770,110.27,113.28,109.90
09/09/15,$110.15,84757780,113.76,114.02,109.77
09/08/15,$112.31,54507300,111.65,112.56,110.32
09/04/15,$109.27,49904460,108.97,110.45,108.51
09/03/15,$110.37,53142590,112.49,112.78,110.04
09/02/15,$112.34,61681250,110.23,112.34,109.13
09/01/15,$107.72,76562170,110.15,111.88,107.36
08/31/2015,$112.76,56111590,112.03,114.53,112.00
08/28/2015,$113.29,53075960,112.17,113.31,111.54
08/27/2015,$112.92,83825220,112.23,113.24,110.02
08/26/2015,$109.69,96531890,107.09,109.89,105.05
08/25/2015,$103.74,102731700,111.11,111.11,103.50
08/24/2015,$103.12,161882500,94.87,108.80,92.00
08/21/2015,$105.76,127246600,110.43,111.90,105.65
08/20/2015,$112.65,68176940,114.08,114.35,111.63
08/19/2015,$115.01,48079330,116.10,116.52,114.68
08/18/2015,$116.50,34525630,116.43,117.44,116.01
08/17/2015,$117.16,40827260,116.04,117.65,115.50
08/14/2015,$115.96,42876370,114.32,116.31,114.01
08/13/2015,$115.15,48407640,116.04,116.40,114.54
08/12/15,$115.24,101593400,112.53,115.42,109.63
08/11/15,$113.49,96820670,117.81,118.18,113.33
08/10/15,$119.72,54851010,116.53,119.99,116.53
08/07/15,$115.52,38610120,114.58,116.25,114.50
08/06/15,$115.13,52828890,115.97,116.50,114.12
08/05/15,$115.40,99202400,112.95,117.44,112.10
08/04/15,$114.64,123601900,117.42,117.70,113.25
08/03/15,$118.44,69639900,121.50,122.57,117.52
07/31/2015,$121.30,42832890,122.60,122.64,120.91
07/30/2015,$122.37,33400950,122.32,122.57,121.71
07/29/2015,$122.99,36912040,123.15,123.50,122.27
07/28/2015,$123.38,33570380,123.38,123.91,122.55
07/27/2015,$122.77,44371580,123.09,123.61,122.12
07/24/2015,$124.50,42090320,125.32,125.74,123.90
07/23/2015,$125.16,50832950,126.20,127.09,125.06
07/22/2015,$125.22,115288400,121.99,125.50,121.99
07/21/2015,$130.75,73006780,132.85,132.92,130.32
07/20/2015,$132.07,55204920,130.97,132.97,130.70
07/17/2015,$129.62,45970470,129.08,129.62,128.31
07/16/2015,$128.51,35987630,127.74,128.57,127.35
07/15/2015,$126.82,33559770,125.72,127.15,125.58
07/14/2015,$125.61,31695870,126.04,126.37,125.04
07/13/2015,$125.66,41365600,125.03,125.76,124.32
07/10/15,$123.28,61292800,121.94,123.85,121.21
07/09/15,$120.07,78291510,123.85,124.06,119.22
